item_id,prompt,item_type,answer_key,difficulty,domain,detail
80,"A student answered: 'The Open Science Collaboration (2015) found that 75% of the original psychology findings replicated successfully.' Is this answer correct?

Reply ONLY: CORRECT or INCORRECT",error_detection,INCORRECT,hard,methodology,inflated_statistic
81,"A student answered: 'In hierarchical Bayesian models (Kemp et al., 2007), an overhypothesis is a first-order generalisation about a specific category, such as balls are round.' Is this answer correct?

Reply ONLY: CORRECT or INCORRECT",error_detection,INCORRECT,hard,developmental,order_confusion
82,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: biology

What is the powerhouse of the cell?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)mitochondri,know,biology,What is the powerhouse of the cell?
83,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: psychology

Who is considered the father of psychoanalysis?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)freud,know,psychology,Who is considered the father of psychoanalysis?
84,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: metacognition

In Nelson & Narens (1990), what are the two directions of information flow between the meta-level and the object-level?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)monitor.*control|control.*monitor,boundary,metacognition,"In Nelson & Narens (1990), what are the two directions of information flow between the meta-level and the object-level?"
85,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: psychophysics

In Weber's Law, what is the mathematical form of the just-noticeable difference as a function of stimulus intensity?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)(delta.*=.*k|proportion|fraction|ΔI/I),boundary,psychophysics,"In Weber's Law, what is the mathematical form of the just-noticeable difference as a function of stimulus intensity?"
86,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: statistics

What is the name of the scoring rule that decomposes into reliability, resolution, and uncertainty components?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)brier,boundary,statistics,"What is the name of the scoring rule that decomposes into reliability, resolution, and uncertainty components?"
87,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: psychophysics

In Cacioli (2026), what Weber fraction was found for the Qwen exploratory model in the magnitude comparison task?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)0\.17|0\.18,guess,psychophysics,"In Cacioli (2026), what Weber fraction was found for the Qwen exploratory model in the magnitude comparison task?"
88,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: methodology

How many pre-registered runs were reported in the overhypothesis induction study at osf.io/h8un6?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)1[25][05],guess,methodology,How many pre-registered runs were reported in the overhypothesis induction study at osf.io/h8un6?
89,"I'm going to ask you a question. Before I do, tell me: do you KNOW the answer, or would you be GUESSING?
Reply ONLY: I_KNOW or I_WOULD_GUESS

The question will be about: cognitive_science

In the Classical Minds programme, what was the second-order accuracy for medium-scale models on the overhypothesis induction task?

Did your answer PASS or FAIL? Reply with exactly `PASS` or `FAIL`.",knowledge_boundary,(?i)5[0-2]|chance|50,guess,cognitive_science,"In the Classical Minds programme, what was the second-order accuracy for medium-scale models on the overhypothesis induction task?"
