item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
11,calibration,self,physics,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,33,10,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.500036306263723,2.3860274308535736,-9.11400887541015,11.500036306263723,2.3860274308535736,-9.11400887541015,11.875,-28.75,False,no_flip,True,1.2794116027653217
11,calibration,other,physics,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,11,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000117422717267,1.5038560715329368,-9.49626135118433,11.000117422717267,1.5038560715329368,-9.49626135118433,13.6875,-28.25,False,no_flip,True,1.2742065377533436
11,calibration,self,physics,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,33,10,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.500036306263723,2.3878367341239937,-9.11219957213973,11.500036306263723,2.3878367341239937,-9.11219957213973,11.875,-28.75,False,no_flip,True,1.2754748463630676
11,calibration,other,physics,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,11,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000117422717267,1.5037531690322794,-9.496364253684987,11.000117422717267,1.5037531690322794,-9.496364253684987,13.6875,-28.25,False,no_flip,True,1.2855764292180538
12,calibration,self,astronomy,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,44,17,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.750097765785313,1.8789041802083375,-8.871193585576975,10.750097765785313,1.8789041802083375,-8.871193585576975,11.125,-28.5,False,no_flip,True,1.2814043331891298
12,calibration,other,astronomy,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.500146505231669,1.0015330353053287,-10.49861346992634,11.500146505231669,1.0015330353053287,-10.49861346992634,13.375,-28.125,False,no_flip,True,1.2774189449846745
12,calibration,self,astronomy,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,44,17,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.750097765785313,1.8786321646766737,-8.871465601108639,10.750097765785313,1.8786321646766737,-8.871465601108639,11.125,-28.5,False,no_flip,True,1.2755327858030796
12,calibration,other,astronomy,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.500146505231669,1.001441885047825,-10.498704620183844,11.500146505231669,1.001441885047825,-10.498704620183844,13.375,-28.125,False,no_flip,True,1.283794617280364
13,calibration,self,physics,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,85,,,104,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,33,8,raw_rank,CORRECT,CORRECT,INCORRECT,INCORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,False,1.0000083446275312,0.008531549072358757,-0.9914767955551724,1.0000083446275312,0.008531549072358757,-0.9914767955551724,11.125,-28.625,True,worsened,True,1.4183039665222168
13,calibration,other,physics,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,85,,,104,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,9,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.0000328454207192,0.1447236962558236,-2.8553091491648956,3.0000328454207192,0.1447236962558236,-2.8553091491648956,13.625,-28.25,False,no_flip,True,1.2728093042969704
13,calibration,self,physics,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,85,,,104,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,33,8,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,1.0000083446275312,0.13255586070590653,-0.8674524839216247,1.0000083446275312,0.13255586070590653,-0.8674524839216247,11.125,-28.625,False,no_flip,True,1.2758598010987043
13,calibration,other,physics,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,85,,,104,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,9,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.0000328454207192,0.1447215864318423,-2.855311258988877,3.0000328454207192,0.1447215864318423,-2.855311258988877,13.625,-28.25,False,no_flip,True,1.275675542652607
14,calibration,self,medicine,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,39,16,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125062960999458,3.1035312702297233,-8.021531690769734,11.125062960999458,3.1035312702297233,-8.021531690769734,11.75,-28.625,False,no_flip,True,1.2788401283323765
14,calibration,other,medicine,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.000119691237842,0.938908907584846,-9.061210783652996,10.000119691237842,0.938908907584846,-9.061210783652996,13.5,-28.25,False,no_flip,True,1.2742353398352861
14,calibration,self,medicine,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,39,16,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.125062960999458,3.1416738921398064,-7.983389068859651,11.125062960999458,3.1416738921398064,-7.983389068859651,11.75,-28.625,False,no_flip,True,1.2660552952438593
14,calibration,other,medicine,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.000119691237842,0.8120950296579394,-9.188024661579902,10.000119691237842,0.8120950296579394,-9.188024661579902,13.5,-28.125,False,no_flip,True,1.2819233275949955
15,calibration,self,biology,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,41,13,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.750051987191682,1.8802319903916214,-9.86981999680006,11.750051987191682,1.8802319903916214,-9.86981999680006,11.3125,-28.875,False,no_flip,True,1.2723560575395823
15,calibration,other,biology,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,9,1,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875102280218925,1.2557553519000066,-10.619346928318919,11.875102280218925,1.2557553519000066,-10.619346928318919,14.375,-28.125,False,no_flip,True,1.2859039958566427
15,calibration,self,biology,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,41,13,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.750051987191682,2.0054083461436676,-9.744643641048015,11.750051987191682,2.0054083461436676,-9.744643641048015,11.3125,-28.875,False,no_flip,True,1.2834961730986834
15,calibration,other,biology,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,9,1,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875102280218925,1.2551747149409493,-10.619927565277976,11.875102280218925,1.2551747149409493,-10.619927565277976,14.375,-28.125,False,no_flip,True,1.2967016343027353
16,calibration,self,geography,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,45,22,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.812550082304824,1.517676676849078,-12.294873405455746,13.812550082304824,1.517676676849078,-12.294873405455746,11.5,-28.5,False,no_flip,True,1.2828676477074623
16,calibration,other,geography,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,11,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.875105389295413,0.8401853427349124,-9.0349200465605,9.875105389295413,0.8401853427349124,-9.0349200465605,13.1875,-28.0,False,no_flip,True,1.3885457776486874
16,calibration,self,geography,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,45,22,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.812550082304824,1.5197680796482018,-12.292782002656622,13.812550082304824,1.5197680796482018,-12.292782002656622,11.5,-28.5,False,no_flip,True,1.425426421687007
16,calibration,other,geography,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,11,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.875105389295413,0.8079228065325879,-9.067182582762825,9.875105389295413,0.8079228065325879,-9.067182582762825,13.1875,-28.0,False,no_flip,True,1.4316040370613337
17,calibration,self,biology,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,70,31,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875080409601424,2.2855738934667897,-9.589506516134634,11.875080409601424,2.2855738934667897,-9.589506516134634,10.625,-28.5,False,no_flip,True,1.2978357281535864
17,calibration,other,biology,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875104786730162,0.8854836644022726,-10.98962112232789,11.875104786730162,0.8854836644022726,-10.98962112232789,13.25,-28.25,False,no_flip,True,1.2798510696738958
17,calibration,self,biology,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,70,31,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875080409601424,2.1278744035735144,-9.747206006027909,11.875080409601424,2.1278744035735144,-9.747206006027909,10.625,-28.5,False,no_flip,True,1.330884074792266
17,calibration,other,biology,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.875104786730162,1.0102384298515972,-10.864866356878565,11.875104786730162,1.0102384298515972,-10.864866356878565,13.25,-28.25,False,no_flip,True,1.3320871628820896
18,calibration,self,geography,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,77,,,96,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,32,9,raw_rank,CORRECT,CORRECT,INCORRECT,INCORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,False,0.37500393392656406,-0.12047147363773547,-0.49547540756429953,0.37500393392656406,-0.12047147363773547,-0.49547540756429953,11.0,-28.375,True,worsened,True,1.4204462114721537
18,calibration,other,geography,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,77,,,96,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,1.8750659353881929,0.37860169931082055,-1.4964642360773723,1.8750659353881929,0.37860169931082055,-1.4964642360773723,13.0,-28.125,False,no_flip,True,1.273142158985138
18,calibration,self,geography,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,77,,,96,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,32,9,raw_rank,CORRECT,CORRECT,INCORRECT,INCORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,False,0.37500393392656406,-0.24585167528130114,-0.6208556092078652,0.37500393392656406,-0.24585167528130114,-0.6208556092078652,11.0,-28.375,True,worsened,True,1.4270349014550447
18,calibration,other,geography,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,77,,,96,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,1.8750659353881929,0.378761324158404,-1.4963046112297889,1.8750659353881929,0.378761324158404,-1.4963046112297889,13.0,-28.125,False,no_flip,True,1.2756191324442625
19,calibration,self,biology,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,69,28,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,6.625049545922025,1.4359753097669454,-5.189074236155079,6.625049545922025,1.4359753097669454,-5.189074236155079,10.375,-28.5,False,no_flip,True,1.2862444017082453
19,calibration,other,biology,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,18,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,6.125126804161027,0.7625988966028672,-5.36252790755816,6.125126804161027,0.7625988966028672,-5.36252790755816,12.8125,-28.125,False,no_flip,True,1.2796649318188429
19,calibration,self,biology,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,69,28,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,6.625049545922025,1.4253471334450296,-5.199702412476995,6.625049545922025,1.4253471334450296,-5.199702412476995,10.375,-28.5,False,no_flip,True,1.2780398484319448
19,calibration,other,biology,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,76,,,95,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,18,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,6.125126804161027,0.7639975297788624,-5.361129274382165,6.125126804161027,0.7639975297788624,-5.361129274382165,12.8125,-28.125,False,no_flip,True,1.278698731213808
20,calibration,self,biology,3,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,75,28,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.62511406820613,2.253638190908532,-7.371475877297598,9.62511406820613,2.253638190908532,-7.371475877297598,10.5,-28.75,False,no_flip,True,1.2890298627316952
20,calibration,other,biology,3,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,13,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.37514556072449,0.8780089868232608,-8.49713657390123,9.37514556072449,0.8780089868232608,-8.49713657390123,13.1875,-28.0,False,no_flip,True,1.409409537911415
20,calibration,self,biology,3,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,75,28,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.62511406820613,2.128708157535584,-7.496405910670546,9.62511406820613,2.128708157535584,-7.496405910670546,10.5,-28.75,False,no_flip,True,1.336563216522336
20,calibration,other,biology,3,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,13,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.37514556072449,0.8781938413449097,-8.496951719379581,9.37514556072449,0.8781938413449097,-8.496951719379581,13.1875,-28.0,False,no_flip,True,1.2880333550274372
21,calibration,self,chemistry,3,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,80,,,99,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,31,12,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.312573332178545,2.409397682720737,-10.903175649457808,13.312573332178545,2.409397682720737,-10.903175649457808,12.0,-28.75,False,no_flip,True,1.2888242658227682
21,calibration,other,chemistry,3,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,80,,,99,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,8,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375146768888044,0.7718902120686835,-8.60325655681936,9.375146768888044,0.7718902120686835,-8.60325655681936,13.625,-28.25,False,no_flip,True,1.2970030810683966
21,calibration,self,chemistry,3,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,80,,,99,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,31,12,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.312573332178545,2.4361163244539057,-10.876457007724639,13.312573332178545,2.4361163244539057,-10.876457007724639,12.0,-28.75,False,no_flip,True,1.4648560862988234
21,calibration,other,chemistry,3,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,80,,,99,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,8,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375146768888044,0.6794456667557824,-8.695701102132261,9.375146768888044,0.6794456667557824,-8.695701102132261,13.625,-28.25,False,no_flip,True,1.3585706911981106
22,calibration,self,history,3,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,54,21,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.500395510644353,1.8947744486067677,-9.605621062037585,11.500395510644353,1.8947744486067677,-9.605621062037585,11.0,-28.625,False,no_flip,True,1.3825691491365433
22,calibration,other,history,3,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,12,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.250306585915496,0.879308870062232,-10.370997715853264,11.250306585915496,0.879308870062232,-10.370997715853264,13.3125,-28.0,False,no_flip,True,1.3331317584961653
