item_id,item_type,domain,difficulty,labels,factual_answer,factual_answer_sha256,same_question_and_answer,requested_strength,effective_strength_self,effective_strength_other,candidate_score_self,candidate_rank_self,candidate_word_filtered_rank_self,candidate_score_other,candidate_rank_other,candidate_word_filtered_rank_other,self_minus_other_candidate_score,candidate_rank_self_minus_other,baseline_margin_self,baseline_margin_other,baseline_oriented_margin_self,baseline_oriented_margin_other,intervened_margin_self,intervened_margin_other,steering_delta_raw_self,steering_delta_raw_other,steering_delta_self,steering_delta_other,self_minus_other_steering_effect,baseline_output_self,baseline_output_other,intervened_output_self,intervened_output_other,flipped_self,flipped_other,flip_effect_self,flip_effect_other
26,calibration,chemistry,3,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.25,43,16,13.5625,13,2,-2.3125,30,12.625810712148905,12.875112294022529,12.625810712148905,12.875112294022529,1.782017092773458,0.88725549847004,-10.843793619375447,-11.987856795552489,-10.843793619375447,-11.987856795552489,1.144063176177042,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
27,calibration,history,3,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.0,29,7,13.25,12,2,-2.25,17,8.000040905760443,7.375065547184931,8.000040905760443,7.375065547184931,1.0173754443385405,0.47526240086881444,-6.982665461421902,-6.899803146316117,-6.982665461421902,-6.899803146316117,-0.08286231510578546,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
27,calibration,history,3,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.0,29,7,13.25,12,2,-2.25,17,8.000040905760443,7.375065547184931,8.000040905760443,7.375065547184931,1.0196941396716284,0.5898594558530021,-6.9803467660888145,-6.785206091331929,-6.9803467660888145,-6.785206091331929,-0.19514067475688535,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
28,calibration,mathematics,3,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.0625,23,7,13.4375,10,2,-1.375,13,10.62506259539714,10.75247999801013,10.62506259539714,10.75247999801013,1.6279471399247996,0.6302250346634537,-8.99711545547234,-10.122254963346677,-8.99711545547234,-10.122254963346677,1.1251395078743371,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
28,calibration,mathematics,3,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.0625,23,7,13.4375,10,2,-1.375,13,10.62506259539714,10.75247999801013,10.62506259539714,10.75247999801013,1.5030509750649799,0.6304087066819193,-9.12201162033216,-10.122071291328211,-9.12201162033216,-10.122071291328211,1.0000596709960519,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
29,calibration,physics,3,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,10.6875,65,24,13.75,10,2,-3.0625,55,11.875198876726245,12.125152107998474,11.875198876726245,12.125152107998474,2.5682841608140734,1.130730165154091,-9.306914715912171,-10.994421942844383,-9.306914715912171,-10.994421942844383,1.6875072269322118,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
29,calibration,physics,3,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,10.6875,65,24,13.75,10,2,-3.0625,55,11.875198876726245,12.125152107998474,11.875198876726245,12.125152107998474,2.5372333618070115,1.130737067811424,-9.337965514919233,-10.99441504018705,-9.337965514919233,-10.99441504018705,1.656449525267817,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
30,calibration,psychophysics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,10.9375,62,22,13.5,12,3,-2.5625,50,9.000276172672557,11.375060444478663,9.000276172672557,11.375060444478663,2.589283015811816,1.5169099709455622,-6.410993156860741,-9.858150473533101,-6.410993156860741,-9.858150473533101,3.44715731667236,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
30,calibration,psychophysics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,10.9375,62,22,13.5,12,3,-2.5625,50,9.000276172672557,11.375060444478663,9.000276172672557,11.375060444478663,2.5788672393537126,1.5140353728202172,-6.421408933318844,-9.861025071658446,-6.421408933318844,-9.861025071658446,3.439616138339602,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
31,calibration,psychology,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,10.75,68,22,13.375,11,3,-2.625,57,11.00007302496897,9.125129608286898,11.00007302496897,9.125129608286898,1.5453759670926956,0.38901999124209397,-9.454697057876274,-8.736109617044804,-9.454697057876274,-8.736109617044804,-0.7185874408314703,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
31,calibration,psychology,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,10.75,68,22,13.375,11,3,-2.625,57,11.00007302496897,9.125129608286898,11.00007302496897,9.125129608286898,1.4241843924537534,0.5122624436917249,-9.575888632515216,-8.612867164595173,-9.575888632515216,-8.612867164595173,-0.9630214679200435,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
32,calibration,linguistics,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.875,36,14,13.9375,8,1,-2.0625,28,8.875741664131738,10.002451977038959,8.875741664131738,10.002451977038959,2.8856648402725114,1.0132202279492049,-5.990076823859226,-8.989231749089754,-5.990076823859226,-8.989231749089754,2.9991549252305276,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
32,calibration,linguistics,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.875,36,14,13.9375,8,1,-2.0625,28,8.875741664131738,10.002451977038959,8.875741664131738,10.002451977038959,2.7854312690978986,1.0150355495716212,-6.090310395033839,-8.987416427467338,-6.090310395033839,-8.987416427467338,2.8971060324334985,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
33,calibration,psychophysics,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.625,15,6,13.9375,7,2,-1.3125,8,11.000601286282063,10.500348079610376,11.000601286282063,10.500348079610376,2.2565264706063317,1.1627182272204664,-8.74407481567573,-9.33762985238991,-8.74407481567573,-9.33762985238991,0.5935550367141786,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
33,calibration,psychophysics,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.625,15,6,13.9375,7,2,-1.3125,8,11.000601286282063,10.500348079610376,11.000601286282063,10.500348079610376,2.2580080112893484,1.3098979225032963,-8.742593274992714,-9.19045015710708,-8.742593274992714,-9.19045015710708,0.44785688211436536,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
34,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.0625,33,11,13.875,10,2,-1.8125,23,10.8754464602996,11.252778328297609,10.8754464602996,11.252778328297609,1.2515121876858757,1.0025912565470207,-9.623934272613724,-10.250187071750588,-9.623934272613724,-10.250187071750588,0.6262527991368643,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
34,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.0625,33,11,13.875,10,2,-1.8125,23,10.8754464602996,11.252778328297609,10.8754464602996,11.252778328297609,1.2515179631009232,1.0025472246634308,-9.623928497198676,-10.250231103634178,-9.623928497198676,-10.250231103634178,0.6263026064355017,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
35,calibration,neuroscience,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.5,38,16,13.625,9,2,-2.125,29,11.37502177468923,9.750065726039793,11.37502177468923,9.750065726039793,1.7532964229030767,0.8872154049749952,-9.621725351786154,-8.862850321064798,-9.621725351786154,-8.862850321064798,-0.7588750307213559,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
35,calibration,neuroscience,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.5,38,16,13.625,9,2,-2.125,29,11.37502177468923,9.750065726039793,11.37502177468923,9.750065726039793,1.7529699506339966,0.885334779828554,-9.622051824055234,-8.864730946211239,-9.622051824055234,-8.864730946211239,-0.7573208778439948,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
36,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.6875,28,10,13.1875,11,2,-1.5,17,2.2500232753372984,1.1250297720907838,2.2500232753372984,1.1250297720907838,0.3855666553863557,0.702138016698882,-1.8644566199509427,-0.4228917553919018,-1.8644566199509427,-0.4228917553919018,-1.4415648645590409,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
36,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.6875,28,10,13.1875,11,2,-1.5,17,2.2500232753372984,1.1250297720907838,2.2500232753372984,1.1250297720907838,0.507585787170683,0.7145842983736657,-1.7424374881666154,-0.41044547371711815,-1.7424374881666154,-0.41044547371711815,-1.3319920144494972,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
37,calibration,psychology,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.8125,23,7,13.9375,8,1,-2.125,15,7.5003957706810525,5.875103721413325,7.5003957706810525,5.875103721413325,1.7418398423178587,0.36595953785581514,-5.758555928363194,-5.50914418355751,-5.758555928363194,-5.50914418355751,-0.24941174480568407,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
37,calibration,psychology,4,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.8125,23,7,13.9375,8,1,-2.125,15,7.5003957706810525,5.875103721413325,7.5003957706810525,5.875103721413325,1.4941540046711452,0.34564101812429726,-6.006241766009907,-5.529462703289028,-6.006241766009907,-5.529462703289028,-0.47677906272087966,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
38,calibration,psychology,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.3125,41,12,13.5625,11,2,-2.25,30,9.375244535964839,10.125943664113379,9.375244535964839,10.125943664113379,2.004138713091379,1.1293261919054203,-7.37110582287346,-8.996617472207959,-7.37110582287346,-8.996617472207959,1.6255116493344985,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
38,calibration,psychology,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.3125,41,12,13.5625,11,2,-2.25,30,9.375244535964839,10.125943664113379,9.375244535964839,10.125943664113379,2.0040809924539644,1.1290201086376328,-7.371163543510875,-8.996923555475746,-7.371163543510875,-8.996923555475746,1.6257600119648714,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
39,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.5,44,14,14.3125,8,2,-2.8125,36,11.62517755561771,11.875195262132479,11.62517755561771,11.875195262132479,1.505272209571558,1.1337412950233556,-10.119905346046153,-10.741453967109123,-10.119905346046153,-10.741453967109123,0.6215486210629706,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
39,calibration,statistics,4,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.5,44,14,14.3125,8,2,-2.8125,36,11.62517755561771,11.875195262132479,11.62517755561771,11.875195262132479,1.5055751467152731,1.0095332070195582,-10.119602408902438,-10.86566205511292,-10.119602408902438,-10.86566205511292,0.7460596462104832,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
40,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.0625,14,6,13.4375,6,1,-1.375,8,-0.49989447437656054,0.8753121106697108,-0.49989447437656054,0.8753121106697108,5.814534596880549,1.6171825470228214,6.314429071257109,0.7418704363531106,6.314429071257109,0.7418704363531106,5.572558634903999,INCORRECT,CORRECT,,,False,False,no_flip,no_flip
40,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.0625,14,6,13.4375,6,1,-1.375,8,-0.49989447437656054,0.8753121106697108,-0.49989447437656054,0.8753121106697108,5.869683524040738,1.5538388665299863,6.369577998417299,0.6785267558602754,6.369577998417299,0.6785267558602754,5.691051242557023,INCORRECT,CORRECT,,,False,False,no_flip,no_flip
41,calibration,psychology,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.25,42,14,13.5625,11,2,-2.3125,31,8.875186513567314,7.875129714705508,8.875186513567314,7.875129714705508,1.5124023020616733,0.0052545588405337185,-7.362784211505641,-7.869875155864975,-7.362784211505641,-7.869875155864975,0.5070909443593337,CORRECT,CORRECT,CORRECT,INCORRECT,False,True,no_flip,worsened
41,calibration,psychology,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.25,42,14,13.5625,11,2,-2.3125,31,8.875186513567314,7.875129714705508,8.875186513567314,7.875129714705508,1.510317496053176,0.005469245079439133,-7.364869017514138,-7.869660469626069,-7.364869017514138,-7.869660469626069,0.504791452111931,CORRECT,CORRECT,CORRECT,INCORRECT,False,True,no_flip,worsened
42,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.875,31,10,14.4375,8,2,-2.5625,23,9.625345819336872,10.000574450855652,9.625345819336872,10.000574450855652,1.1350389565195655,0.3784038069425151,-8.490306862817306,-9.622170643913137,-8.490306862817306,-9.622170643913137,1.1318637810958307,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
42,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.875,31,10,14.4375,8,2,-2.5625,23,9.625345819336872,10.000574450855652,9.625345819336872,10.000574450855652,1.1358856665247004,0.25341341146850027,-8.489460152812171,-9.747161039387152,-8.489460152812171,-9.747161039387152,1.2577008865749804,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
43,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.3125,17,6,13.875,9,2,-1.5625,8,8.375151698004174,9.251144603382727,-8.375151698004174,-9.251144603382727,1.8237134616501862,0.8452012435882352,-6.551438236353988,-8.405943359794492,6.551438236353988,8.405943359794492,-1.8545051234405037,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
43,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.3125,17,6,13.875,9,2,-1.5625,8,8.375151698004174,9.251144603382727,-8.375151698004174,-9.251144603382727,1.8329539275873685,0.8597808912745677,-6.542197770416806,-8.39136371210816,6.542197770416806,8.39136371210816,-1.8491659416913535,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
44,calibration,statistics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.4375,16,5,14.125,9,2,-1.6875,7,5.1253550861367785,6.625692646559855,5.1253550861367785,6.625692646559855,0.4241514034656575,0.707082076871302,-4.701203682671121,-5.918610569688553,-4.701203682671121,-5.918610569688553,1.2174068870174324,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
44,calibration,statistics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.4375,16,5,14.125,9,2,-1.6875,7,5.1253550861367785,6.625692646559855,5.1253550861367785,6.625692646559855,0.45255707381875254,0.7551440961833578,-4.672798012318026,-5.870548550376498,-4.672798012318026,-5.870548550376498,1.1977505380584716,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
45,calibration,developmental,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.4375,15,5,13.8125,9,2,-1.375,6,4.250014953194295,6.6257364334851445,4.250014953194295,6.6257364334851445,0.6215162861335557,-0.6689792635734193,-3.6284986670607395,-7.294715697058564,-3.6284986670607395,-7.294715697058564,3.6662170299978243,CORRECT,CORRECT,CORRECT,INCORRECT,False,True,no_flip,worsened
45,calibration,developmental,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.4375,15,5,13.8125,9,2,-1.375,6,4.250014953194295,6.6257364334851445,4.250014953194295,6.6257364334851445,0.6898947336303536,-0.5332629841868766,-3.5601202195639416,-7.158999417672021,-3.5601202195639416,-7.158999417672021,3.5988791981080794,CORRECT,CORRECT,CORRECT,INCORRECT,False,True,no_flip,worsened
46,calibration,statistics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,13.0,13,4,14.25,10,2,-1.25,3,10.875069811980438,9.626398379808052,10.875069811980438,9.626398379808052,0.8833842293097405,1.00779390061507,-9.991685582670698,-8.618604479192982,-9.991685582670698,-8.618604479192982,-1.3730811034777162,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
46,calibration,statistics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,13.0,13,4,14.25,10,2,-1.25,3,10.875069811980438,9.626398379808052,10.875069811980438,9.626398379808052,0.8838202936167363,1.1314666247053538,-9.991249518363702,-8.494931755102698,-9.991249518363702,-8.494931755102698,-1.496317763261004,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
47,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.25,23,6,13.875,10,3,-1.625,13,11.625159153773211,11.376344626944729,11.625159153773211,11.376344626944729,2.503236160504457,1.6281505159568042,-9.121922993268754,-9.748194110987924,-9.121922993268754,-9.748194110987924,0.6262711177191704,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
47,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.25,23,6,13.875,10,3,-1.625,13,11.625159153773211,11.376344626944729,11.625159153773211,11.376344626944729,2.503337880189065,1.753506367749651,-9.121821273584146,-9.622838259195078,-9.121821273584146,-9.622838259195078,0.5010169856109314,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
48,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.8125,14,5,14.375,4,1,-1.5625,10,6.250358841554998,7.7503408797733755,6.250358841554998,7.7503408797733755,1.0095430181536358,0.3801834278856404,-5.240815823401363,-7.370157451887735,-5.240815823401363,-7.370157451887735,2.1293416284863724,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
48,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.8125,14,5,14.375,4,1,-1.5625,10,6.250358841554998,7.7503408797733755,6.250358841554998,7.7503408797733755,1.134475701037445,0.37982145420392044,-5.115883140517553,-7.370519425569455,-5.115883140517553,-7.370519425569455,2.2546362850519017,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
49,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.1875,26,8,13.75,9,2,-1.5625,17,8.125567155098338,8.876896744629903,8.125567155098338,8.876896744629903,2.6002987876345287,0.8945489239267772,-5.525268367463809,-7.982347820703126,-5.525268367463809,-7.982347820703126,2.4570794532393165,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
49,calibration,neuroscience,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.1875,26,8,13.75,9,2,-1.5625,17,8.125567155098338,8.876896744629903,8.125567155098338,8.876896744629903,2.6209067732997937,0.892893334836117,-5.504660381798544,-7.984003409793786,-5.504660381798544,-7.984003409793786,2.4793430279952418,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
50,calibration,psychology,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.625,15,6,13.5625,10,2,-0.9375,5,4.375063454910105,6.001403741977356,4.375063454910105,6.001403741977356,1.3012357316474663,0.6316948200110346,-3.0738277232626388,-5.369708921966321,-3.0738277232626388,-5.369708921966321,2.2958811987036825,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
50,calibration,psychology,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.625,15,6,13.5625,10,2,-0.9375,5,4.375063454910105,6.001403741977356,4.375063454910105,6.001403741977356,1.169417650642572,0.5072383015940432,-3.205645804267533,-5.494165440383313,-3.205645804267533,-5.494165440383313,2.2885196361157796,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
51,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.0,22,9,13.625,9,2,-1.625,13,7.751434753484318,10.75097599748824,7.751434753484318,10.75097599748824,1.412665363663109,0.8788643623993266,-6.338769389821209,-9.872111635088913,-6.338769389821209,-9.872111635088913,3.533342245267704,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
51,calibration,psychophysics,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.0,22,9,13.625,9,2,-1.625,13,7.751434753484318,10.75097599748824,7.751434753484318,10.75097599748824,1.413583332207054,1.0042568603239488,-6.337851421277264,-9.746719137164291,-6.337851421277264,-9.746719137164291,3.408867715887027,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
52,calibration,philosophy,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.4375,46,13,13.75,9,2,-2.3125,37,11.375044955195563,11.375639516205638,11.375044955195563,11.375639516205638,1.7533152208052343,1.3796193255548133,-9.621729734390328,-9.996020190650825,-9.621729734390328,-9.996020190650825,0.3742904562604963,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
52,calibration,philosophy,5,CORRECT/INCORRECT,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.4375,46,13,13.75,9,2,-2.3125,37,11.375044955195563,11.375639516205638,11.375044955195563,11.375639516205638,1.8786058159457752,1.3792276359454263,-9.496439139249787,-9.996411880260212,-9.496439139249787,-9.996411880260212,0.4999727410104242,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
53,calibration,psychometrics,5,CORRECT/INCORRECT,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.1875,31,11,13.8125,11,3,-1.625,20,8.50008092629173,9.62521005130236,8.50008092629173,9.62521005130236,2.85787750959571,0.8652120214537717,-5.64220341669602,-8.759998029848589,-5.64220341669602,-8.759998029848589,3.1177946131525687,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
