item_id,item_type,domain,difficulty,condition,labels,factual_prompt,factual_answer,factual_answer_sha256,answer_key,factual_correct,factual_response_invalid,scoring_method,evaluation_prompt,question_mark_position,question_mark_token,candidate_token_id,candidate_layer,candidate_score,candidate_rank,candidate_word_filtered_rank,candidate_in_top_k,baseline_output_raw,baseline_output_normalized,baseline_valid,baseline_judgment_correct,baseline_margin,baseline_oriented_margin
23,calibration,neuroscience,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Serotonin is primarily produced in the brain.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,76,?,99973,40,12.8125,13,3,True,CORRECT,CORRECT,True,True,4.6250910111116355,4.6250910111116355
24,calibration,physics,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Doppler effect applies to both sound and light waves.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,11.625,41,16,True,CORRECT,CORRECT,True,True,10.875066593973088,10.875066593973088
24,calibration,physics,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Doppler effect applies to both sound and light waves.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,13.5,11,2,True,CORRECT,CORRECT,True,True,10.50009048630477,10.50009048630477
25,calibration,neuroscience,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The hippocampus is primarily involved in processing visual information.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,12.0625,29,11,True,CORRECT,CORRECT,True,True,12.500050471351187,12.500050471351187
25,calibration,neuroscience,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The hippocampus is primarily involved in processing visual information.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,13.625,10,2,True,CORRECT,CORRECT,True,True,11.250079525506862,11.250079525506862
26,calibration,chemistry,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Helium is the second most abundant element in the observable universe.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,11.8125,27,9,True,CORRECT,CORRECT,True,True,12.625810712148905,12.625810712148905
26,calibration,chemistry,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Helium is the second most abundant element in the observable universe.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,13.25,15,3,True,CORRECT,CORRECT,True,True,12.875112294022529,12.875112294022529
27,calibration,history,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Rosetta Stone was written in two languages: Greek and Egyptian hieroglyphics.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,10.9375,36,11,True,CORRECT,CORRECT,True,True,8.000040905760443,8.000040905760443
27,calibration,history,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Rosetta Stone was written in two languages: Greek and Egyptian hieroglyphics.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,12.8125,13,3,True,CORRECT,CORRECT,True,True,7.375065547184931,7.375065547184931
28,calibration,mathematics,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Bayes' theorem was first published by Thomas Bayes himself during his lifetime.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,12.5625,18,5,True,CORRECT,CORRECT,True,True,10.62506259539714,10.62506259539714
28,calibration,mathematics,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Bayes' theorem was first published by Thomas Bayes himself during his lifetime.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,13.1875,11,3,True,CORRECT,CORRECT,True,True,10.75247999801013,10.75247999801013
29,calibration,physics,3,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The speed of sound in air at sea level is approximately 343 metres per second.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,11.5625,36,13,True,CORRECT,CORRECT,True,True,11.875198876726245,11.875198876726245
29,calibration,physics,3,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The speed of sound in air at sea level is approximately 343 metres per second.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,13.625,11,3,True,CORRECT,CORRECT,True,True,12.125152107998474,12.125152107998474
30,calibration,psychophysics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Weber's Law states that the just-noticeable difference is proportional to the stimulus magnitude.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,11.5,48,16,True,CORRECT,CORRECT,True,True,9.000276172672557,9.000276172672557
30,calibration,psychophysics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Weber's Law states that the just-noticeable difference is proportional to the stimulus magnitude.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,13.5625,11,2,True,CORRECT,CORRECT,True,True,11.375060444478663,11.375060444478663
31,calibration,psychology,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Flynn effect refers to the decline in IQ scores over generations.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,11.375,45,14,True,CORRECT,CORRECT,True,True,11.00007302496897,11.00007302496897
31,calibration,psychology,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Flynn effect refers to the decline in IQ scores over generations.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,13.4375,10,2,True,CORRECT,CORRECT,True,True,9.125129608286898,9.125129608286898
32,calibration,linguistics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Chomsky's poverty of the stimulus argument supports empiricist accounts of language acquisition.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,12.4375,23,7,True,CORRECT,CORRECT,True,True,8.875741664131738,8.875741664131738
32,calibration,linguistics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Chomsky's poverty of the stimulus argument supports empiricist accounts of language acquisition.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,13.8125,10,3,True,CORRECT,CORRECT,True,True,10.002451977038959,10.002451977038959
33,calibration,psychophysics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In signal detection theory, d-prime measures response bias.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,12.875,14,5,True,CORRECT,CORRECT,True,True,11.000601286282063,11.000601286282063
33,calibration,psychophysics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In signal detection theory, d-prime measures response bias.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,79,?,99973,40,13.875,8,3,True,CORRECT,CORRECT,True,True,10.500348079610376,10.500348079610376
34,calibration,statistics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Dirichlet distribution is a conjugate prior for the multinomial distribution.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,12.25,27,9,True,CORRECT,CORRECT,True,True,10.8754464602996,10.8754464602996
34,calibration,statistics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Dirichlet distribution is a conjugate prior for the multinomial distribution.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,83,?,99973,40,13.625,11,3,True,CORRECT,CORRECT,True,True,11.252778328297609,11.252778328297609
35,calibration,neuroscience,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Broca's area is primarily associated with language comprehension.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,12.0,27,9,True,CORRECT,CORRECT,True,True,11.37502177468923,11.37502177468923
35,calibration,neuroscience,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Broca's area is primarily associated with language comprehension.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,13.4375,11,3,True,CORRECT,CORRECT,True,True,9.750065726039793,9.750065726039793
36,calibration,statistics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The central limit theorem applies regardless of the shape of the population distribution.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,11.5625,31,11,True,CORRECT,CORRECT,True,True,2.2500232753372984,2.2500232753372984
36,calibration,statistics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The central limit theorem applies regardless of the shape of the population distribution.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,81,?,99973,40,13.1875,11,2,True,CORRECT,CORRECT,True,True,1.1250297720907838,1.1250297720907838
37,calibration,psychology,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Kahneman and Tversky's prospect theory predicts that people are risk-seeking for gains.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,12.1875,17,5,True,CORRECT,CORRECT,True,True,7.5003957706810525,7.5003957706810525
37,calibration,psychology,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Kahneman and Tversky's prospect theory predicts that people are risk-seeking for gains.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,86,?,99973,40,13.75,9,2,True,CORRECT,CORRECT,True,True,5.875103721413325,5.875103721413325
38,calibration,psychology,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Stroop effect demonstrates the automaticity of reading.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,11.9375,28,6,True,CORRECT,CORRECT,True,True,9.375244535964839,9.375244535964839
38,calibration,psychology,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The Stroop effect demonstrates the automaticity of reading.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,78,?,99973,40,13.4375,12,3,True,CORRECT,CORRECT,True,True,10.125943664113379,10.125943664113379
39,calibration,statistics,4,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Bayesian inference, the posterior is proportional to the likelihood times the prior.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,82,?,99973,40,11.875,31,10,True,CORRECT,CORRECT,True,True,11.62517755561771,11.62517755561771
39,calibration,statistics,4,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In Bayesian inference, the posterior is proportional to the likelihood times the prior.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,82,?,99973,40,13.9375,11,3,True,CORRECT,CORRECT,True,True,11.875195262132479,11.875195262132479
40,calibration,psychophysics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Stevens' power law subsumes Weber's law as a special case when the exponent equals 1.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,12.1875,12,4,True,INCORRECT,INCORRECT,True,False,-0.49989447437656054,-0.49989447437656054
40,calibration,psychophysics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Stevens' power law subsumes Weber's law as a special case when the exponent equals 1.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,89,?,99973,40,13.1875,7,2,True,CORRECT,CORRECT,True,True,0.8753121106697108,0.8753121106697108
41,calibration,psychology,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The original Dunning-Kruger (1999) study tested participants exclusively on logical reasoning.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,88,?,99973,40,12.125,22,5,True,CORRECT,CORRECT,True,True,8.875186513567314,8.875186513567314
41,calibration,psychology,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The original Dunning-Kruger (1999) study tested participants exclusively on logical reasoning.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,88,?,99973,40,13.375,12,3,True,CORRECT,CORRECT,True,True,7.875129714705508,7.875129714705508
42,calibration,neuroscience,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Representational similarity analysis was introduced by Kriegeskorte et al. in 2008.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,12.5,23,5,True,CORRECT,CORRECT,True,True,9.625345819336872,9.625345819336872
42,calibration,neuroscience,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Representational similarity analysis was introduced by Kriegeskorte et al. in 2008.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,87,?,99973,40,14.0,10,3,True,CORRECT,CORRECT,True,True,10.000574450855652,10.000574450855652
43,calibration,neuroscience,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The efficient coding hypothesis predicts that neural responses should be uniformly distributed.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,TRUE,False,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,12.4375,15,5,True,CORRECT,CORRECT,True,False,8.375151698004174,-8.375151698004174
43,calibration,neuroscience,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The efficient coding hypothesis predicts that neural responses should be uniformly distributed.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,TRUE,False,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,13.5625,12,3,True,CORRECT,CORRECT,True,False,9.251144603382727,-9.251144603382727
44,calibration,statistics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In hierarchical Bayesian models, overhypotheses correspond to hyperprior parameters.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,82,?,99973,40,12.5625,14,3,True,CORRECT,CORRECT,True,True,5.1253550861367785,5.1253550861367785
44,calibration,statistics,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""In hierarchical Bayesian models, overhypotheses correspond to hyperprior parameters.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,82,?,99973,40,13.75,11,3,True,CORRECT,CORRECT,True,True,6.625692646559855,6.625692646559855
45,calibration,developmental,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Mutual exclusivity in word learning is stronger in bilingual children than monolingual children.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,12.6875,12,3,True,CORRECT,CORRECT,True,True,4.250014953194295,4.250014953194295
45,calibration,developmental,5,other,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""Mutual exclusivity in word learning is stronger in bilingual children than monolingual children.""",Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,FALSE,True,False,regex_search_ignorecase_original_notebook,Is their answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,85,?,99973,40,13.6875,11,3,True,CORRECT,CORRECT,True,True,6.6257364334851445,6.6257364334851445
46,calibration,statistics,5,self,CORRECT/INCORRECT,"Evaluate the following claim and provide TWO things:
1. Is this claim TRUE or FALSE?

Respond in EXACTLY this format:
Verdict: [TRUE or FALSE]

Claim: ""The BIC penalty term grows logarithmically with sample size.""",Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,TRUE,True,False,regex_search_ignorecase_original_notebook,Is your answer CORRECT or INCORRECT? Reply exactly CORRECT or INCORRECT.,80,?,99973,40,12.8125,14,5,True,CORRECT,CORRECT,True,True,10.875069811980438,10.875069811980438
