item_id,item_type,domain,difficulty,labels,candidate_token_id,candidate_layer,factual_answer,factual_answer_sha256,same_question_and_answer,requested_strength,effective_strength_self,effective_strength_other,candidate_score_self,candidate_rank_self,candidate_word_filtered_rank_self,candidate_score_other,candidate_rank_other,candidate_word_filtered_rank_other,self_minus_other_candidate_score,candidate_rank_self_minus_other,baseline_margin_self,baseline_margin_other,baseline_oriented_margin_self,baseline_oriented_margin_other,intervened_margin_self,intervened_margin_other,steering_delta_raw_self,steering_delta_raw_other,steering_delta_self,steering_delta_other,self_minus_other_steering_effect,baseline_output_self,baseline_output_other,intervened_output_self,intervened_output_other,flipped_self,flipped_other,flip_effect_self,flip_effect_other
26,calibration,chemistry,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.8125,27,9,13.25,15,3,-1.4375,12,12.625810712148905,12.875112294022529,12.625810712148905,12.875112294022529,2.065249042127107,2.5117768481431995,-10.560561670021798,-10.36333544587933,-10.560561670021798,-10.36333544587933,-0.1972262241424687,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
26,calibration,chemistry,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.8125,27,9,13.25,15,3,-1.4375,12,12.625810712148905,12.875112294022529,12.625810712148905,12.875112294022529,2.1869680189920473,2.3867634397611255,-10.438842693156857,-10.488348854261403,-10.438842693156857,-10.488348854261403,0.049506161104545754,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
27,calibration,history,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,10.9375,36,11,12.8125,13,3,-1.875,23,8.000040905760443,7.375065547184931,8.000040905760443,7.375065547184931,2.345374414275284,2.260268219630234,-5.654666491485159,-5.114797327554697,-5.654666491485159,-5.114797327554697,-0.5398691639304616,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
27,calibration,history,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,10.9375,36,11,12.8125,13,3,-1.875,23,8.000040905760443,7.375065547184931,8.000040905760443,7.375065547184931,2.3346187863498926,2.1366355388599914,-5.66542211941055,-5.23843000832494,-5.66542211941055,-5.23843000832494,-0.4269921110856103,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
28,calibration,mathematics,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.5625,18,5,13.1875,11,3,-0.625,7,10.62506259539714,10.75247999801013,10.62506259539714,10.75247999801013,2.267441861313273,2.2694573456119542,-8.357620734083866,-8.483022652398176,-8.357620734083866,-8.483022652398176,0.12540191831431002,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
28,calibration,mathematics,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.5625,18,5,13.1875,11,3,-0.625,7,10.62506259539714,10.75247999801013,10.62506259539714,10.75247999801013,2.267383538219292,2.267917414974363,-8.357679057177847,-8.484562583035768,-8.357679057177847,-8.484562583035768,0.12688352585792018,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
29,calibration,physics,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.5625,36,13,13.625,11,3,-2.0625,25,11.875198876726245,12.125152107998474,11.875198876726245,12.125152107998474,2.756273503704506,2.641067799540906,-9.118925373021739,-9.484084308457568,-9.118925373021739,-9.484084308457568,0.36515893543582933,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
29,calibration,physics,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.5625,36,13,13.625,11,3,-2.0625,25,11.875198876726245,12.125152107998474,11.875198876726245,12.125152107998474,2.75614985942957,2.6411366600768815,-9.119049017296675,-9.484015447921593,-9.119049017296675,-9.484015447921593,0.36496643062491785,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
30,calibration,psychophysics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.5,48,16,13.5625,11,2,-2.0625,37,9.000276172672557,11.375060444478663,9.000276172672557,11.375060444478663,3.131221211657248,3.00215034370558,-5.869054961015308,-8.372910100773083,-5.869054961015308,-8.372910100773083,2.503855139757775,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
30,calibration,psychophysics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.5,48,16,13.5625,11,2,-2.0625,37,9.000276172672557,11.375060444478663,9.000276172672557,11.375060444478663,3.1309991842481395,3.0024118829933286,-5.869276988424417,-8.372648561485335,-5.869276988424417,-8.372648561485335,2.5033715730609174,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
31,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.375,45,14,13.4375,10,2,-2.0625,35,11.00007302496897,9.125129608286898,11.00007302496897,9.125129608286898,2.007441298563208,1.8787283840247255,-8.992631726405762,-7.246401224262172,-8.992631726405762,-7.246401224262172,-1.7462305021435895,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
31,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.375,45,14,13.4375,10,2,-2.0625,35,11.00007302496897,9.125129608286898,11.00007302496897,9.125129608286898,1.8818779007378907,1.8780126472338452,-9.118195124231079,-7.247116961053052,-9.118195124231079,-7.247116961053052,-1.8710781631780264,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
32,calibration,linguistics,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.4375,23,7,13.8125,10,3,-1.375,13,8.875741664131738,10.002451977038959,8.875741664131738,10.002451977038959,2.407785743376735,2.539634070255488,-6.467955920755003,-7.462817906783471,-6.467955920755003,-7.462817906783471,0.994861986028468,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
32,calibration,linguistics,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.4375,23,7,13.8125,10,3,-1.375,13,8.875741664131738,10.002451977038959,8.875741664131738,10.002451977038959,2.4047562143578034,2.4151269336816767,-6.470985449773934,-7.587325043357282,-6.470985449773934,-7.587325043357282,1.1163395935833478,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
33,calibration,psychophysics,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.875,14,5,13.875,8,3,-1.0,6,11.000601286282063,10.500348079610376,11.000601286282063,10.500348079610376,2.1600848400730683,2.5384420530044736,-8.840516446208994,-7.961906026605902,-8.840516446208994,-7.961906026605902,-0.8786104196030919,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
33,calibration,psychophysics,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.875,14,5,13.875,8,3,-1.0,6,11.000601286282063,10.500348079610376,11.000601286282063,10.500348079610376,2.0365177096027764,2.413017064365704,-8.964083576679286,-8.087331015244672,-8.964083576679286,-8.087331015244672,-0.8767525614346141,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
34,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.25,27,9,13.625,11,3,-1.375,16,10.8754464602996,11.252778328297609,10.8754464602996,11.252778328297609,2.625163488211001,2.897907662369107,-8.250282972088598,-8.354870665928502,-8.250282972088598,-8.354870665928502,0.1045876938399033,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
34,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.25,27,9,13.625,11,3,-1.375,16,10.8754464602996,11.252778328297609,10.8754464602996,11.252778328297609,2.625169246461155,3.023691689802945,-8.250277213838444,-8.229086638494664,-8.250277213838444,-8.229086638494664,-0.021190575343780438,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
35,calibration,neuroscience,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.0,27,9,13.4375,11,3,-1.4375,16,11.37502177468923,9.750065726039793,11.37502177468923,9.750065726039793,2.253674333899653,2.1395771379866346,-9.121347440789577,-7.610488588053158,-9.121347440789577,-7.610488588053158,-1.510858852736419,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
35,calibration,neuroscience,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.0,27,9,13.4375,11,3,-1.4375,16,11.37502177468923,9.750065726039793,11.37502177468923,9.750065726039793,2.1281434816619367,2.2632339373121795,-9.246878293027294,-7.4868317887276135,-9.246878293027294,-7.4868317887276135,-1.7600465042996802,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
36,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.5625,31,11,13.1875,11,2,-1.625,20,2.2500232753372984,1.1250297720907838,2.2500232753372984,1.1250297720907838,1.1267230551566172,2.0020266417905077,-1.1233002201806812,0.8769968696997239,-1.1233002201806812,0.8769968696997239,-2.000297089880405,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
36,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.5625,31,11,13.1875,11,2,-1.625,20,2.2500232753372984,1.1250297720907838,2.2500232753372984,1.1250297720907838,1.2517552232629896,2.002305448433617,-0.9982680520743088,0.8772756763428333,-0.9982680520743088,0.8772756763428333,-1.8755437284171421,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
37,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.1875,17,5,13.75,9,2,-1.5625,8,7.5003957706810525,5.875103721413325,7.5003957706810525,5.875103721413325,2.2591405967941682,2.3821498015950056,-5.241255173886884,-3.4929539198183193,-5.241255173886884,-3.4929539198183193,-1.748301254068565,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
37,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.1875,17,5,13.75,9,2,-1.5625,8,7.5003957706810525,5.875103721413325,7.5003957706810525,5.875103721413325,2.3854048150069502,2.3813198758962244,-5.114990955674102,-3.4937838455171004,-5.114990955674102,-3.4937838455171004,-1.6212071101570018,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
38,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.9375,28,6,13.4375,12,3,-1.5,16,9.375244535964839,10.125943664113379,9.375244535964839,10.125943664113379,2.378050556868402,3.1269908743743144,-6.997193979096437,-6.998952789739064,-6.997193979096437,-6.998952789739064,0.0017588106426273953,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
38,calibration,psychology,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.9375,28,6,13.4375,12,3,-1.5,16,9.375244535964839,10.125943664113379,9.375244535964839,10.125943664113379,2.377971114502543,3.1273952342417033,-6.997273421462296,-6.998548429871676,-6.997273421462296,-6.998548429871676,0.0012750084093795522,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
39,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.875,31,10,13.9375,11,3,-2.0625,20,11.62517755561771,11.875195262132479,11.62517755561771,11.875195262132479,2.6267132076609414,2.8786890345763823,-8.99846434795677,-8.996506227556097,-8.99846434795677,-8.996506227556097,-0.0019581204006726693,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
39,calibration,statistics,4,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.875,31,10,13.9375,11,3,-2.0625,20,11.62517755561771,11.875195262132479,11.62517755561771,11.875195262132479,2.751742715430737,2.8786865406364086,-8.873434840186974,-8.99650872149607,-8.873434840186974,-8.99650872149607,0.12307388130909658,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
40,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.1875,12,4,13.1875,7,2,-1.0,5,-0.49989447437656054,0.8753121106697108,-0.49989447437656054,0.8753121106697108,0.7669829014303104,0.9264988368940976,1.266877375806871,0.0511867262243868,1.266877375806871,0.0511867262243868,1.2156906495824842,INCORRECT,CORRECT,CORRECT,CORRECT,True,False,improved,no_flip
40,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.1875,12,4,13.1875,7,2,-1.0,5,-0.49989447437656054,0.8753121106697108,-0.49989447437656054,0.8753121106697108,0.7663638793346763,1.0503083902476646,1.2662583537112369,0.17499627957795383,1.2662583537112369,0.17499627957795383,1.091262074133283,INCORRECT,CORRECT,CORRECT,CORRECT,True,False,improved,no_flip
41,calibration,psychology,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.125,22,5,13.375,12,3,-1.25,10,8.875186513567314,7.875129714705508,8.875186513567314,7.875129714705508,2.3774551123824494,2.636620882542047,-6.497731401184865,-5.238508832163461,-6.497731401184865,-5.238508832163461,-1.2592225690214036,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
41,calibration,psychology,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.125,22,5,13.375,12,3,-1.25,10,8.875186513567314,7.875129714705508,8.875186513567314,7.875129714705508,2.377724559057242,2.634996577655329,-6.497461954510072,-5.240133137050179,-6.497461954510072,-5.240133137050179,-1.257328817459893,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
42,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.5,23,5,14.0,10,3,-1.5,13,9.625345819336872,10.000574450855652,9.625345819336872,10.000574450855652,2.6073680594599864,2.963020056627556,-7.017977759876885,-7.037554394228096,-7.017977759876885,-7.037554394228096,0.019576634351210487,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
42,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.5,23,5,14.0,10,3,-1.5,13,9.625345819336872,10.000574450855652,9.625345819336872,10.000574450855652,2.5313915461010765,2.9633414373874984,-7.093954273235795,-7.037233013468153,-7.093954273235795,-7.037233013468153,-0.05672125976764164,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
43,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.4375,15,5,13.5625,12,3,-1.125,3,8.375151698004174,9.251144603382727,-8.375151698004174,-9.251144603382727,1.8761492660742078,2.0033259786087,-6.499002431929966,-7.247818624774027,6.499002431929966,7.247818624774027,-0.7488161928440604,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
43,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.4375,15,5,13.5625,12,3,-1.125,3,8.375151698004174,9.251144603382727,-8.375151698004174,-9.251144603382727,2.001029252027365,2.0034287195267098,-6.374122445976809,-7.247715883856017,6.374122445976809,7.247715883856017,-0.8735934378792081,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
44,calibration,statistics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.5625,14,3,13.75,11,3,-1.1875,3,5.1253550861367785,6.625692646559855,5.1253550861367785,6.625692646559855,1.6096826037719438,3.2499964514900057,-3.5156724823648347,-3.3756961950698496,-3.5156724823648347,-3.3756961950698496,-0.139976287294985,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
44,calibration,statistics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.5625,14,3,13.75,11,3,-1.1875,3,5.1253550861367785,6.625692646559855,5.1253550861367785,6.625692646559855,1.610337241418165,3.2402101885327284,-3.5150178447186136,-3.385482458027127,-3.5150178447186136,-3.385482458027127,-0.12953538669148656,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
45,calibration,developmental,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.6875,12,3,13.6875,11,3,-1.0,1,4.250014953194295,6.6257364334851445,4.250014953194295,6.6257364334851445,1.0017825553445618,1.3914756549165759,-3.2482323978497334,-5.234260778568569,-3.2482323978497334,-5.234260778568569,1.9860283807188353,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
45,calibration,developmental,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.6875,12,3,13.6875,11,3,-1.0,1,4.250014953194295,6.6257364334851445,4.250014953194295,6.6257364334851445,1.0015412614598063,1.2649742373032495,-3.248473691734489,-5.360762196181895,-3.248473691734489,-5.360762196181895,2.112288504447406,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
46,calibration,statistics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.8125,14,5,14.0625,11,3,-1.25,3,10.875069811980438,9.626398379808052,10.875069811980438,9.626398379808052,1.7512188800392323,2.7545173701255408,-9.123850931941206,-6.871881009682511,-9.123850931941206,-6.871881009682511,-2.251969922258695,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
46,calibration,statistics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.8125,14,5,14.0625,11,3,-1.25,3,10.875069811980438,9.626398379808052,10.875069811980438,9.626398379808052,1.7510958749480778,2.6295315517018025,-9.12397393703236,-6.996866828106249,-9.12397393703236,-6.996866828106249,-2.1271071089261113,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
47,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,13.0625,13,3,14.0,7,1,-0.9375,6,11.625159153773211,11.376344626944729,11.625159153773211,11.376344626944729,3.256290535769949,2.895210360245983,-8.368868618003262,-8.481134266698746,-8.368868618003262,-8.481134266698746,0.11226564869548383,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
47,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,13.0625,13,3,14.0,7,1,-0.9375,6,11.625159153773211,11.376344626944729,11.625159153773211,11.376344626944729,3.2565261498275504,2.891773367566202,-8.36863300394566,-8.484571259378527,-8.36863300394566,-8.484571259378527,0.11593825543286584,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
48,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,13.25,11,3,14.375,4,1,-1.125,7,6.250358841554998,7.7503408797733755,6.250358841554998,7.7503408797733755,1.449261933201342,2.280408181171879,-4.8010969083536565,-5.469932698601497,-4.8010969083536565,-5.469932698601497,0.6688357902478401,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
48,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,13.25,11,3,14.375,4,1,-1.125,7,6.250358841554998,7.7503408797733755,6.250358841554998,7.7503408797733755,1.4646296422761225,2.2870105747260823,-4.785729199278876,-5.463330305047293,-4.785729199278876,-5.463330305047293,0.6776011057684173,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
49,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.6875,21,5,13.5625,11,3,-0.875,10,8.125567155098338,8.876896744629903,8.125567155098338,8.876896744629903,1.7508585423911427,2.0760099078252097,-6.374708612707195,-6.800886836804693,-6.374708612707195,-6.800886836804693,0.42617822409749806,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
49,calibration,neuroscience,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.6875,21,5,13.5625,11,3,-0.875,10,8.125567155098338,8.876896744629903,8.125567155098338,8.876896744629903,1.7507987339122337,1.9449393162758497,-6.374768421186104,-6.931957428354053,-6.374768421186104,-6.931957428354053,0.5571890071679491,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
50,calibration,psychology,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,13.0,13,4,13.3125,12,3,-0.3125,1,4.375063454910105,6.001403741977356,4.375063454910105,6.001403741977356,2.6260287994264218,2.4215620301147283,-1.7490346554836833,-3.5798417118626276,-1.7490346554836833,-3.5798417118626276,1.8308070563789443,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
50,calibration,psychology,5,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,13.0,13,4,13.3125,12,3,-0.3125,1,4.375063454910105,6.001403741977356,4.375063454910105,6.001403741977356,2.7510610685239953,2.6714949040997453,-1.6240023863861097,-3.3299088378776105,-1.6240023863861097,-3.3299088378776105,1.7059064514915008,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
51,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,12.125,17,5,13.5,10,3,-1.375,7,7.751434753484318,10.75097599748824,7.751434753484318,10.75097599748824,2.627464901708663,3.1257507408517995,-5.123969851775655,-7.6252252566364405,-5.123969851775655,-7.6252252566364405,2.5012554048607853,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
51,calibration,psychophysics,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,12.125,17,5,13.5,10,3,-1.375,7,7.751434753484318,10.75097599748824,7.751434753484318,10.75097599748824,2.502343348602153,3.000785844556958,-5.249091404882165,-7.750190152931282,-5.249091404882165,-7.750190152931282,2.5010987480491167,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
52,calibration,philosophy,5,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.9375,30,8,13.5625,10,3,-1.625,20,11.375044955195563,11.375639516205638,11.375044955195563,11.375639516205638,2.556006553291809,2.9237392922696017,-8.819038401903754,-8.451900223936036,-8.819038401903754,-8.451900223936036,-0.36713817796771764,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
